MERGE|WorkTerms|XX_AT|XX_AT_WORKER10_TERMS|Worker_WorkTerms10|XX_AT_WORKER10_RELATIONSHIP|XX_AT_PROJ_WORKER10|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER11_TERMS|Worker_WorkTerms11|XX_AT_WORKER11_RELATIONSHIP|XX_AT_PROJ_WORKER11|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER12_TERMS|Worker_WorkTerms12|XX_AT_WORKER12_RELATIONSHIP|XX_AT_PROJ_WORKER12|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER13_TERMS|Worker_WorkTerms13|XX_AT_WORKER13_RELATIONSHIP|XX_AT_PROJ_WORKER13|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER14_TERMS|Worker_WorkTerms14|XX_AT_WORKER14_RELATIONSHIP|XX_AT_PROJ_WORKER14|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER15_TERMS|Worker_WorkTerms15|XX_AT_WORKER15_RELATIONSHIP|XX_AT_PROJ_WORKER15|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER16_TERMS|Worker_WorkTerms16|XX_AT_WORKER16_RELATIONSHIP|XX_AT_PROJ_WORKER16|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER17_TERMS|Worker_WorkTerms17|XX_AT_WORKER17_RELATIONSHIP|XX_AT_PROJ_WORKER17|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER18_TERMS|Worker_WorkTerms18|XX_AT_WORKER18_RELATIONSHIP|XX_AT_PROJ_WORKER18|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER19_TERMS|Worker_WorkTerms19|XX_AT_WORKER19_RELATIONSHIP|XX_AT_PROJ_WORKER19|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER20_TERMS|Worker_WorkTerms20|XX_AT_WORKER20_RELATIONSHIP|XX_AT_PROJ_WORKER20|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER21_TERMS|Worker_WorkTerms21|XX_AT_WORKER21_RELATIONSHIP|XX_AT_PROJ_WORKER21|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|US1 Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP
MERGE|WorkTerms|XX_AT|XX_AT_WORKER22_TERMS|Worker_WorkTerms22|XX_AT_WORKER22_RELATIONSHIP|XX_AT_PROJ_WORKER22|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|ET|UK Business Unit|1901/01/01|4712/12/31|Y|Y|HIRE|EMP




COMMENT ##############################################################################
COMMENT Business Entity : Assignment
COMMENT ##############################################################################
METADATA|Assignment|SourceSystemOwner|SourceSystemId|AssignmentNumber|EffectiveLatestChange|EffectiveSequence|EffectiveStartDate|EffectiveEndDate|AssignmentStatusTypeCode|AssignmentType|BusinessUnitShortCode|PrimaryFlag|PersonId(SourceSystemId)|WorkTermsAssignmentId(SourceSystemId)|OrganizationId(SourceSystemId)|JobId(SourceSystemId)|PositionId(SourceSystemId)|ActionCode
MERGE|Assignment|XX_AT|XX_AT_WORKER1_ASSIGNMENT|Worker_Assignment1|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER1|XX_AT_WORKER1_TERMS|XX_AT_PROJ1R_IT|XX_AT_PROJ1R_JOB23|XX_AT_PROJ1R_US_SD|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER2_ASSIGNMENT|Worker_Assignment2|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER2|XX_AT_WORKER2_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB4|XX_AT_PROJ1R_US_HR_Specialist|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER3_ASSIGNMENT|Worker_Assignment3|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER3|XX_AT_WORKER3_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB4|XX_AT_PROJ1R_US_HR_Specialist|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER4_ASSIGNMENT|Worker_Assignment4|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER4|XX_AT_WORKER4_TERMS|XX_AT_PROJ1R_IT|XX_AT_PROJ1R_JOB23|XX_AT_PROJ1R_US_SD|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER5_ASSIGNMENT|Worker_Assignment5|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER5|XX_AT_WORKER5_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB2||HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER6_ASSIGNMENT|Worker_Assignment6|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER6|XX_AT_WORKER6_TERMS|XX_AT_PROJ1R_OP|XX_AT_PROJ1RR_JOB1||HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER7_ASSIGNMENT|Worker_Assignment7|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER7|XX_AT_WORKER7_TERMS|XX_AT_PROJ1R_FI|XX_AT_PROJ1R_JOB9||HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER8_ASSIGNMENT|Worker_Assignment8|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER8|XX_AT_WORKER8_TERMS|XX_AT_PROJ1R_TD|XX_AT_PROJ1R_JOB16||HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER9_ASSIGNMENT|Worker_Assignment9|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER9|XX_AT_WORKER9_TERMS|XX_AT_PROJ1R_C|XX_AT_PROJ1R_JOB20|XX_AT_PROJ1R_US_CM|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER10_ASSIGNMENT|Worker_Assignment10|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|UK Business Unit|Y|XX_AT_PROJ_WORKER10|XX_AT_WORKER10_TERMS|XX_AT_PROJ1R_C|XX_AT_PROJ1R_JOB20|XX_AT_PROJ1R_UK_CM|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER11_ASSIGNMENT|Worker_Assignment11|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER11|XX_AT_WORKER11_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB3|XX_AT_PROJ1R_US_HR_MGR|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER12_ASSIGNMENT|Worker_Assignment12|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER12|XX_AT_WORKER12_TERMS|XX_AT_PROJ1R_OP|XX_AT_PROJ1R_JOB6|XX_AT_PROJ1R_US_LCL_MGR|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER13_ASSIGNMENT|Worker_Assignment13|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER13|XX_AT_WORKER13_TERMS|XX_AT_PROJ1R_FI|XX_AT_PROJ1R_JOB10||HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER14_ASSIGNMENT|Worker_Assignment14|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER14|XX_AT_WORKER14_TERMS|XX_AT_PROJ1R_FI|XX_AT_PROJ1R_JOB11|XX_AT_PROJ1R_US_ACC_MGR|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER15_ASSIGNMENT|Worker_Assignment15|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|US1 Business Unit|Y|XX_AT_PROJ_WORKER15|XX_AT_WORKER15_TERMS|XX_AT_PROJ1R_TD|XX_AT_PROJ1R_JOB17|XX_AT_PROJ1R_US_RGN_COACH|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER16_ASSIGNMENT|Worker_Assignment16|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|UK Business Unit|Y|XX_AT_PROJ_WORKER16|XX_AT_WORKER16_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB3|XX_AT_PROJ1R_UK_HR_MGR|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER17_ASSIGNMENT|Worker_Assignment17|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|UK Business Unit|Y|XX_AT_PROJ_WORKER17|XX_AT_WORKER17_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB4|XX_AT_PROJ1R_UK_HR_Specialist|HIRE
MERGE|Assignment|XX_AT|XX_AT_WORKER18_ASSIGNMENT|Worker_Assignment18|Y|1|2024/07/01|4712/12/31|ACTIVE_PROCESS|E|UK Business Unit|Y|XX_AT_PROJ_WORKER18|XX_AT_WORKER18_TERMS|XX_AT_PROJ1R_HR|XX_AT_PROJ1R_JOB4|XX_AT_PROJ1R_UK_HR_Specialist|HIRE
